longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.0,34.0,7,1042.0,213.0,699.0,196.0,3.0,1,<1H OCEAN
-118.0,34.0,6,1527.0,309.0,1154.0,279.0,3.0,1,<1H OCEAN
-118.0,34.0,7,1756.0,320.0,1055.0,322.0,3.0,1,<1H OCEAN
-118.0,34.0,7,519.0,102.0,330.0,95.0,3.0,2,<1H OCEAN
-118.0,34.0,6,1212.0,222.0,775.0,224.0,6.0,3,<1H OCEAN
-118.0,34.0,7,1149.0,280.0,1016.0,250.0,2.0,1,<1H OCEAN
-118.0,34.0,6,998.0,313.0,1335.0,311.0,2.0,1,<1H OCEAN
-118.0,34.0,6,1255.0,344.0,1782.0,343.0,2.0,1,<1H OCEAN
-118.0,34.0,6,842.0,201.0,763.0,189.0,3.0,2,<1H OCEAN
-118.0,34.0,8,1941.0,367.0,1204.0,323.0,3.0,2,<1H OCEAN
-118.0,34.0,6,2598.0,514.0,1872.0,514.0,3.0,2,<1H OCEAN
-118.0,34.0,1,8732.0,1489.0,3944.0,1493.0,5.0,5,<1H OCEAN
-118.0,34.0,3,9594.0,1489.0,5237.0,1496.0,6.0,5,<1H OCEAN
-118.0,34.0,3,1106.0,207.0,888.0,216.0,5.0,5,<1H OCEAN
-118.0,34.0,3,7368.0,1367.0,4721.0,1342.0,5.0,6,<1H OCEAN
-118.0,34.0,2,1731.0,420.0,1032.0,364.0,4.0,5,<1H OCEAN
-118.0,34.0,2,6812.0,1263.0,3704.0,1216.0,4.0,4,<1H OCEAN
-118.0,34.0,4,3022.0,476.0,1852.0,452.0,6.0,5,<1H OCEAN
-118.0,34.0,3,2324.0,326.0,1087.0,328.0,5.0,5,<1H OCEAN
-118.0,34.0,3,9071.0,1335.0,4558.0,1327.0,6.0,5,<1H OCEAN
-118.0,34.0,5,1685.0,333.0,1484.0,318.0,4.0,4,<1H OCEAN
-118.0,34.0,4,2587.0,489.0,2115.0,475.0,4.0,4,<1H OCEAN
-118.0,34.0,4,1097.0,167.0,701.0,188.0,7.0,5,<1H OCEAN
-118.0,34.0,4,489.0,98.0,403.0,97.0,5.0,5,<1H OCEAN
-118.0,34.0,4,2326.0,533.0,1697.0,546.0,4.0,5,<1H OCEAN
-118.0,34.0,2,5923.0,1409.0,3887.0,1322.0,3.0,5,<1H OCEAN
-118.0,34.0,0,2274.0,617.0,1897.0,622.0,4.0,4,<1H OCEAN
-118.0,34.0,5,896.0,208.0,843.0,200.0,4.0,5,<1H OCEAN
-118.0,34.0,6,2617.0,558.0,1396.0,515.0,5.0,6,<1H OCEAN
-118.0,34.0,3,3626.0,799.0,2321.0,731.0,5.0,6,<1H OCEAN
-118.0,34.0,3,4092.0,893.0,2819.0,893.0,4.0,6,<1H OCEAN
-118.0,34.0,4,4586.0,1042.0,3680.0,1027.0,4.0,5,<1H OCEAN
-118.0,34.0,3,4383.0,901.0,2689.0,913.0,3.0,6,<1H OCEAN
-118.0,34.0,2,7023.0,1538.0,3993.0,1412.0,5.0,6,<1H OCEAN
-118.0,34.0,3,9944.0,1623.0,4185.0,1582.0,5.0,8,<1H OCEAN
-118.0,34.0,5,3615.0,760.0,2813.0,752.0,5.0,6,<1H OCEAN
-118.0,34.0,4,2755.0,508.0,2046.0,488.0,5.0,6,<1H OCEAN
-118.0,34.0,6,1593.0,334.0,1427.0,320.0,4.0,4,<1H OCEAN
-118.0,34.0,5,1596.0,337.0,1650.0,329.0,4.0,4,<1H OCEAN
-118.0,34.0,7,943.0,218.0,803.0,216.0,5.0,5,<1H OCEAN
-118.0,34.0,0,1881.0,571.0,1769.0,553.0,4.0,2,<1H OCEAN
-118.0,34.0,8,865.0,208.0,811.0,218.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1607.0,337.0,1130.0,334.0,4.0,5,<1H OCEAN
-118.0,34.0,7,1357.0,249.0,763.0,229.0,4.0,5,<1H OCEAN
-118.0,34.0,4,4698.0,902.0,3287.0,881.0,5.0,6,<1H OCEAN
-118.0,34.0,3,6303.0,1277.0,3728.0,1252.0,4.0,5,<1H OCEAN
-118.0,34.0,4,880.0,168.0,717.0,142.0,5.0,4,<1H OCEAN
-118.0,34.0,4,2152.0,415.0,1623.0,429.0,4.0,5,<1H OCEAN
-118.0,34.0,6,1124.0,245.0,717.0,242.0,3.0,5,<1H OCEAN
-118.0,34.0,4,1642.0,434.0,1575.0,420.0,4.0,5,<1H OCEAN
-118.0,34.0,4,5091.0,1074.0,4753.0,1033.0,4.0,2,<1H OCEAN
-118.0,34.0,4,4112.0,861.0,3211.0,841.0,4.0,5,<1H OCEAN
-118.0,34.0,4,822.0,205.0,627.0,192.0,3.0,4,<1H OCEAN
-118.0,34.0,6,1131.0,273.0,1007.0,269.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1928.0,429.0,1358.0,399.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1370.0,299.0,1018.0,328.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1792.0,404.0,1115.0,358.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1426.0,272.0,871.0,276.0,4.0,4,<1H OCEAN
-118.0,34.0,7,793.0,193.0,601.0,187.0,3.0,4,NEAR OCEAN
-118.0,34.0,0,906.0,187.0,1453.0,158.0,4.0,4,<1H OCEAN
-118.0,34.0,7,859.0,164.0,673.0,172.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1478.0,324.0,1127.0,320.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1631.0,322.0,1034.0,328.0,5.0,4,<1H OCEAN
-118.0,34.0,6,1560.0,320.0,1348.0,314.0,4.0,4,<1H OCEAN
-118.0,34.0,6,2118.0,437.0,1414.0,442.0,4.0,4,<1H OCEAN
-118.0,34.0,5,2263.0,511.0,1626.0,457.0,4.0,4,<1H OCEAN
-118.0,34.0,6,1558.0,375.0,1179.0,337.0,3.0,4,<1H OCEAN
-118.0,34.0,6,2381.0,419.0,1669.0,444.0,5.0,4,<1H OCEAN
-118.0,34.0,6,847.0,185.0,713.0,194.0,5.0,4,<1H OCEAN
-118.0,34.0,6,1226.0,211.0,711.0,219.0,5.0,4,<1H OCEAN
-118.0,34.0,5,879.0,181.0,547.0,169.0,5.0,4,<1H OCEAN
-118.0,34.0,5,1983.0,419.0,1157.0,390.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1950.0,356.0,1183.0,338.0,4.0,4,<1H OCEAN
-118.0,34.0,6,2017.0,383.0,1388.0,386.0,4.0,4,<1H OCEAN
-118.0,34.0,6,1124.0,217.0,707.0,234.0,4.0,4,<1H OCEAN
-118.0,34.0,5,1474.0,325.0,1205.0,335.0,3.0,4,<1H OCEAN
-118.0,34.0,5,1016.0,190.0,729.0,177.0,4.0,3,<1H OCEAN
-118.0,34.0,6,1414.0,263.0,983.0,264.0,4.0,3,<1H OCEAN
-118.0,34.0,5,639.0,129.0,460.0,118.0,3.0,5,<1H OCEAN
-118.0,34.0,6,1622.0,302.0,845.0,284.0,5.0,5,<1H OCEAN
-118.0,34.0,6,3635.0,781.0,2171.0,720.0,4.0,5,<1H OCEAN
-118.0,34.0,4,1666.0,365.0,995.0,354.0,5.0,5,<1H OCEAN
-118.0,34.0,6,2049.0,334.0,1105.0,363.0,5.0,7,<1H OCEAN
-118.0,34.0,6,1947.0,284.0,841.0,277.0,6.0,9,<1H OCEAN
-118.0,34.0,6,2319.0,334.0,941.0,356.0,6.0,9,<1H OCEAN
-118.0,34.0,6,1723.0,279.0,617.0,252.0,7.0,9,<1H OCEAN
-118.0,34.0,5,3099.0,839.0,2025.0,750.0,3.0,5,<1H OCEAN
-118.0,34.0,7,1301.0,264.0,877.0,275.0,5.0,5,<1H OCEAN
-118.0,34.0,4,2784.0,582.0,1278.0,550.0,4.0,7,<1H OCEAN
-118.0,34.0,6,1604.0,280.0,802.0,280.0,6.0,8,<1H OCEAN
-118.0,34.0,6,2863.0,451.0,1243.0,466.0,6.0,8,<1H OCEAN
-118.0,34.0,7,2105.0,348.0,956.0,350.0,4.0,7,<1H OCEAN
-118.0,34.0,6,1426.0,235.0,698.0,240.0,5.0,7,<1H OCEAN
-118.0,34.0,6,708.0,145.0,471.0,153.0,3.0,5,<1H OCEAN
-118.0,34.0,6,1759.0,295.0,837.0,267.0,5.0,7,<1H OCEAN
-118.0,34.0,6,1933.0,341.0,958.0,335.0,4.0,7,<1H OCEAN
-118.0,34.0,7,1040.0,202.0,557.0,228.0,4.0,7,<1H OCEAN
-118.0,34.0,6,2744.0,541.0,1333.0,503.0,4.0,7,<1H OCEAN
-118.0,34.0,6,1500.0,250.0,706.0,250.0,5.0,7,<1H OCEAN
-118.0,34.0,6,1736.0,297.0,823.0,292.0,5.0,6,<1H OCEAN
-118.0,34.0,7,1709.0,333.0,778.0,344.0,4.0,8,<1H OCEAN
-118.0,34.0,8,1812.0,338.0,822.0,314.0,7.0,8,<1H OCEAN
-118.0,34.0,8,1413.0,228.0,630.0,219.0,7.0,8,<1H OCEAN
-118.0,34.0,7,1462.0,243.0,600.0,236.0,5.0,8,<1H OCEAN
-118.0,34.0,6,1942.0,355.0,891.0,348.0,4.0,7,<1H OCEAN
-118.0,34.0,5,2418.0,485.0,1397.0,477.0,3.0,7,<1H OCEAN
-118.0,34.0,5,1053.0,230.0,686.0,211.0,4.0,7,<1H OCEAN
-118.0,34.0,6,2752.0,459.0,1211.0,452.0,5.0,7,<1H OCEAN
-118.0,34.0,6,1813.0,313.0,825.0,316.0,5.0,8,<1H OCEAN
-118.0,34.0,5,2394.0,576.0,1166.0,548.0,3.0,7,<1H OCEAN
-118.0,34.0,6,522.0,138.0,373.0,139.0,4.0,7,<1H OCEAN
-118.0,34.0,3,6662.0,1852.0,3792.0,1735.0,3.0,6,<1H OCEAN
-118.0,34.0,6,2670.0,493.0,1196.0,488.0,4.0,7,<1H OCEAN
-118.0,34.0,7,1434.0,262.0,786.0,256.0,4.0,7,<1H OCEAN
-118.0,34.0,5,2098.0,378.0,1036.0,385.0,5.0,7,<1H OCEAN
-118.0,34.0,5,2210.0,519.0,1047.0,472.0,3.0,7,<1H OCEAN
-118.0,34.0,5,2206.0,393.0,973.0,364.0,5.0,7,<1H OCEAN
-118.0,34.0,6,1949.0,319.0,909.0,325.0,5.0,8,<1H OCEAN
-118.0,34.0,1,1205.0,347.0,736.0,342.0,3.0,4,<1H OCEAN
-118.0,34.0,4,6336.0,1628.0,4673.0,1505.0,3.0,5,<1H OCEAN
-118.0,34.0,4,580.0,143.0,466.0,133.0,3.0,5,<1H OCEAN
-118.0,34.0,4,3069.0,864.0,1932.0,835.0,2.0,4,<1H OCEAN
-118.0,34.0,7,2040.0,458.0,1775.0,445.0,4.0,5,<1H OCEAN
-118.0,34.0,6,984.0,183.0,615.0,206.0,4.0,5,<1H OCEAN
-118.0,34.0,5,3731.0,853.0,2313.0,801.0,3.0,6,<1H OCEAN
-118.0,34.0,5,3205.0,727.0,1647.0,664.0,3.0,6,<1H OCEAN
-118.0,34.0,5,2065.0,438.0,1075.0,442.0,4.0,6,<1H OCEAN
-118.0,34.0,5,3096.0,628.0,1676.0,587.0,5.0,5,<1H OCEAN
-118.0,34.0,6,2122.0,517.0,1578.0,488.0,3.0,5,<1H OCEAN
-118.0,34.0,2,1793.0,447.0,1222.0,452.0,3.0,5,<1H OCEAN
-118.0,34.0,5,2841.0,774.0,1612.0,708.0,3.0,5,<1H OCEAN
-118.0,34.0,6,2987.0,601.0,1561.0,606.0,4.0,6,<1H OCEAN
-118.0,34.0,6,1948.0,341.0,992.0,363.0,4.0,7,<1H OCEAN
-118.0,34.0,7,1594.0,321.0,1003.0,323.0,3.0,5,<1H OCEAN
-118.0,34.0,6,2753.0,702.0,1592.0,614.0,3.0,5,<1H OCEAN
-118.0,34.0,3,3341.0,789.0,1685.0,751.0,4.0,6,<1H OCEAN
-118.0,34.0,3,1948.0,433.0,1128.0,429.0,4.0,7,<1H OCEAN
-118.0,34.0,3,5675.0,1224.0,3317.0,1119.0,4.0,6,<1H OCEAN
-118.0,34.0,8,1839.0,346.0,1034.0,339.0,5.0,6,<1H OCEAN
-118.0,34.0,6,1745.0,404.0,1084.0,410.0,3.0,6,<1H OCEAN
-118.0,34.0,6,2062.0,351.0,1134.0,358.0,4.0,6,<1H OCEAN
-118.0,34.0,6,2378.0,559.0,1799.0,546.0,4.0,5,<1H OCEAN
-118.0,34.0,6,1890.0,400.0,1232.0,386.0,4.0,5,<1H OCEAN
-118.0,34.0,7,1335.0,281.0,804.0,282.0,4.0,5,<1H OCEAN
-118.0,34.0,4,1038.0,252.0,912.0,245.0,3.0,4,<1H OCEAN
-118.0,34.0,5,915.0,234.0,646.0,211.0,3.0,5,<1H OCEAN
-118.0,34.0,2,3056.0,759.0,1561.0,740.0,3.0,5,<1H OCEAN
-118.0,34.0,6,682.0,132.0,491.0,144.0,5.0,4,<1H OCEAN
-118.0,34.0,6,620.0,122.0,381.0,124.0,4.0,5,<1H OCEAN
-118.0,34.0,6,1518.0,279.0,857.0,251.0,4.0,5,<1H OCEAN
-118.0,34.0,6,561.0,104.0,261.0,105.0,5.0,5,<1H OCEAN
-118.0,34.0,6,916.0,162.0,552.0,164.0,5.0,6,<1H OCEAN
-118.0,34.0,6,1096.0,204.0,569.0,201.0,4.0,5,<1H OCEAN
-118.0,34.0,6,2011.0,472.0,1087.0,423.0,3.0,5,<1H OCEAN
-118.0,34.0,7,513.0,100.0,399.0,99.0,5.0,4,<1H OCEAN
-118.0,34.0,6,1080.0,201.0,719.0,201.0,4.0,4,<1H OCEAN
-118.0,34.0,6,1151.0,248.0,809.0,246.0,5.0,4,<1H OCEAN
-118.0,34.0,4,889.0,166.0,597.0,163.0,5.0,5,<1H OCEAN
-118.0,34.0,3,1981.0,472.0,1231.0,457.0,4.0,3,<1H OCEAN
-118.0,34.0,4,505.0,113.0,411.0,113.0,3.0,4,<1H OCEAN
-118.0,34.0,1,2369.0,604.0,1546.0,464.0,4.0,4,<1H OCEAN
-118.0,34.0,6,1582.0,343.0,1356.0,324.0,3.0,3,<1H OCEAN
-118.0,34.0,6,1442.0,271.0,990.0,268.0,4.0,4,<1H OCEAN
-118.0,34.0,6,1994.0,419.0,1491.0,428.0,4.0,4,<1H OCEAN
-118.0,34.0,6,1592.0,335.0,1238.0,320.0,5.0,4,<1H OCEAN
-118.0,34.0,6,1551.0,297.0,1100.0,322.0,5.0,4,<1H OCEAN
-118.0,34.0,5,1366.0,460.0,920.0,410.0,1.0,4,<1H OCEAN
-118.0,34.0,6,1215.0,279.0,862.0,285.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1112.0,222.0,771.0,224.0,4.0,4,<1H OCEAN
-118.0,34.0,6,1653.0,325.0,1072.0,301.0,3.0,4,<1H OCEAN
-118.0,34.0,5,3259.0,942.0,2744.0,895.0,3.0,4,<1H OCEAN
-118.0,34.0,4,2387.0,570.0,1978.0,548.0,3.0,4,<1H OCEAN
-118.0,34.0,2,1573.0,396.0,1200.0,365.0,3.0,3,<1H OCEAN
-118.0,34.0,3,4880.0,1044.0,4516.0,1050.0,4.0,4,<1H OCEAN
-118.0,34.0,3,2863.0,701.0,1489.0,621.0,3.0,5,<1H OCEAN
-118.0,34.0,6,1360.0,271.0,909.0,275.0,5.0,4,<1H OCEAN
-118.0,34.0,6,2228.0,463.0,1558.0,427.0,4.0,4,<1H OCEAN
-118.0,34.0,8,550.0,129.0,642.0,125.0,2.0,2,<1H OCEAN
-118.0,34.0,6,1047.0,227.0,975.0,239.0,3.0,3,<1H OCEAN
-118.0,34.0,7,1161.0,254.0,882.0,236.0,4.0,4,<1H OCEAN
-118.0,34.0,4,2483.0,412.0,1538.0,449.0,5.0,6,<1H OCEAN
-118.0,34.0,4,1138.0,217.0,964.0,222.0,5.0,5,<1H OCEAN
-118.0,34.0,1,2223.0,544.0,2008.0,512.0,3.0,4,<1H OCEAN
-118.0,34.0,6,1145.0,274.0,1651.0,265.0,3.0,2,<1H OCEAN
-118.0,34.0,4,1035.0,275.0,1545.0,269.0,3.0,2,<1H OCEAN
-118.0,34.0,6,1071.0,290.0,1412.0,274.0,3.0,2,<1H OCEAN
-118.0,34.0,7,1152.0,259.0,981.0,225.0,3.0,3,<1H OCEAN
-118.0,34.0,7,2502.0,546.0,1849.0,518.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1007.0,224.0,776.0,228.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1776.0,353.0,1180.0,337.0,5.0,4,<1H OCEAN
-118.0,34.0,8,1167.0,237.0,733.0,237.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1768.0,372.0,1155.0,368.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1147.0,258.0,742.0,242.0,4.0,3,<1H OCEAN
-118.0,34.0,5,3326.0,720.0,2533.0,689.0,3.0,4,<1H OCEAN
-118.0,34.0,8,1237.0,243.0,776.0,246.0,4.0,4,<1H OCEAN
-118.0,34.0,7,1880.0,377.0,1229.0,378.0,4.0,4,<1H OCEAN
-118.0,34.0,8,834.0,166.0,603.0,179.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1150.0,215.0,708.0,204.0,4.0,4,<1H OCEAN
-118.0,34.0,4,3399.0,882.0,2465.0,811.0,3.0,4,<1H OCEAN
-118.0,34.0,6,2242.0,436.0,1483.0,443.0,4.0,5,<1H OCEAN
-118.0,34.0,7,1061.0,202.0,768.0,206.0,5.0,4,<1H OCEAN
-118.0,34.0,7,796.0,175.0,740.0,183.0,4.0,3,<1H OCEAN
-118.0,34.0,6,769.0,142.0,498.0,137.0,5.0,5,<1H OCEAN
-118.0,34.0,6,994.0,203.0,602.0,185.0,4.0,4,<1H OCEAN
-118.0,34.0,6,2604.0,495.0,1465.0,470.0,4.0,5,<1H OCEAN
-118.0,34.0,4,4173.0,893.0,2471.0,863.0,4.0,5,<1H OCEAN
-118.0,34.0,6,1139.0,197.0,772.0,233.0,4.0,5,<1H OCEAN
-118.0,34.0,6,1623.0,304.0,868.0,272.0,4.0,7,<1H OCEAN
-118.0,34.0,6,2508.0,594.0,1549.0,545.0,3.0,6,<1H OCEAN
-118.0,34.0,6,1323.0,269.0,1084.0,240.0,5.0,4,<1H OCEAN
-118.0,34.0,6,1347.0,278.0,748.0,278.0,5.0,5,<1H OCEAN
-118.0,34.0,6,1088.0,231.0,617.0,211.0,4.0,5,<1H OCEAN
-118.0,34.0,6,1432.0,265.0,749.0,261.0,4.0,5,<1H OCEAN
-118.0,34.0,6,2053.0,386.0,1023.0,394.0,3.0,6,<1H OCEAN
-118.0,34.0,7,1475.0,269.0,827.0,265.0,5.0,5,<1H OCEAN
-118.0,34.0,6,1967.0,316.0,910.0,306.0,4.0,5,<1H OCEAN
-118.0,34.0,7,932.0,171.0,578.0,175.0,4.0,4,<1H OCEAN
-118.0,34.0,4,2145.0,471.0,1150.0,429.0,4.0,6,<1H OCEAN
-118.0,34.0,6,1766.0,410.0,974.0,404.0,3.0,5,<1H OCEAN
-118.0,34.0,5,1981.0,472.0,1371.0,431.0,3.0,5,<1H OCEAN
-118.0,34.0,6,1590.0,350.0,1299.0,335.0,4.0,4,<1H OCEAN
-118.0,34.0,7,901.0,205.0,760.0,208.0,3.0,3,<1H OCEAN
-118.0,34.0,2,2850.0,737.0,1855.0,662.0,3.0,3,<1H OCEAN
-118.0,34.0,4,2410.0,616.0,2399.0,594.0,3.0,3,<1H OCEAN
-118.0,34.0,4,2922.0,739.0,3013.0,673.0,3.0,2,<1H OCEAN
-118.0,34.0,6,1403.0,338.0,1415.0,367.0,3.0,3,<1H OCEAN
-118.0,34.0,6,574.0,116.0,610.0,147.0,3.0,2,<1H OCEAN
-118.0,34.0,3,2053.0,578.0,1721.0,507.0,2.0,3,<1H OCEAN
-118.0,34.0,0,3445.0,847.0,2467.0,712.0,3.0,3,<1H OCEAN
-118.0,34.0,0,3653.0,993.0,3215.0,854.0,3.0,2,<1H OCEAN
-118.0,34.0,8,856.0,167.0,748.0,195.0,4.0,3,<1H OCEAN
-118.0,34.0,7,1499.0,288.0,1237.0,344.0,4.0,4,<1H OCEAN
-118.0,34.0,3,1709.0,442.0,1177.0,410.0,2.0,3,<1H OCEAN
-118.0,34.0,5,1452.0,365.0,1888.0,366.0,4.0,3,<1H OCEAN
-118.0,34.0,5,778.0,227.0,933.0,209.0,3.0,3,<1H OCEAN
-118.0,34.0,5,2536.0,603.0,2625.0,576.0,3.0,3,<1H OCEAN
-118.0,34.0,6,1248.0,320.0,1960.0,338.0,3.0,3,<1H OCEAN
-118.0,34.0,7,483.0,113.0,389.0,108.0,2.0,3,<1H OCEAN
-118.0,34.0,0,1655.0,536.0,1201.0,487.0,2.0,3,<1H OCEAN
-118.0,34.0,9,63.0,12.0,47.0,8.0,7.0,8,<1H OCEAN
-118.0,34.0,0,3605.0,880.0,3637.0,873.0,3.0,4,<1H OCEAN
-118.0,34.0,3,5896.0,1464.0,4149.0,1362.0,3.0,2,<1H OCEAN
-118.0,34.0,5,4426.0,995.0,4196.0,921.0,3.0,3,<1H OCEAN
-118.0,34.0,3,4232.0,1092.0,2688.0,1035.0,3.0,3,<1H OCEAN
-118.0,34.0,5,2848.0,641.0,2319.0,647.0,3.0,5,<1H OCEAN
-118.0,34.0,8,940.0,219.0,599.0,214.0,3.0,5,<1H OCEAN
-118.0,34.0,5,1694.0,398.0,1181.0,383.0,3.0,4,<1H OCEAN
-118.0,34.0,6,1814.0,350.0,886.0,347.0,3.0,5,<1H OCEAN
-118.0,34.0,5,3668.0,867.0,2368.0,845.0,3.0,5,<1H OCEAN
-118.0,34.0,5,2867.0,786.0,1774.0,705.0,3.0,5,<1H OCEAN
-118.0,34.0,6,599.0,125.0,361.0,139.0,5.0,6,<1H OCEAN
-118.0,34.0,6,1477.0,305.0,788.0,291.0,4.0,5,<1H OCEAN
-118.0,34.0,7,1379.0,282.0,883.0,291.0,3.0,5,<1H OCEAN
-118.0,34.0,6,1458.0,261.0,686.0,236.0,4.0,5,<1H OCEAN
-118.0,34.0,6,3478.0,730.0,1885.0,673.0,3.0,5,<1H OCEAN
-118.0,34.0,3,6876.0,1960.0,5162.0,1879.0,3.0,4,<1H OCEAN
-118.0,34.0,4,2666.0,848.0,2030.0,781.0,3.0,5,<1H OCEAN
-118.0,34.0,7,1222.0,282.0,756.0,256.0,4.0,4,<1H OCEAN
-118.0,34.0,3,1768.0,559.0,983.0,488.0,3.0,7,<1H OCEAN
-118.0,34.0,7,2344.0,571.0,1305.0,544.0,3.0,5,<1H OCEAN
-118.0,34.0,5,3088.0,1024.0,1981.0,956.0,2.0,5,<1H OCEAN
-118.0,34.0,4,2823.0,737.0,1723.0,678.0,3.0,4,<1H OCEAN
-118.0,34.0,7,1159.0,238.0,740.0,243.0,5.0,4,<1H OCEAN
-118.0,34.0,7,1744.0,339.0,1048.0,330.0,5.0,5,<1H OCEAN
-118.0,34.0,5,2596.0,580.0,1662.0,539.0,4.0,4,<1H OCEAN
-118.0,34.0,5,1250.0,276.0,866.0,268.0,4.0,4,<1H OCEAN
-118.0,34.0,8,1531.0,343.0,1119.0,341.0,4.0,4,<1H OCEAN
-118.0,34.0,3,3305.0,982.0,2085.0,881.0,3.0,4,<1H OCEAN
-118.0,34.0,4,2690.0,659.0,1747.0,617.0,3.0,5,<1H OCEAN
-118.0,34.0,2,3203.0,708.0,1761.0,667.0,4.0,6,<1H OCEAN
-118.0,34.0,5,1379.0,254.0,795.0,297.0,5.0,6,<1H OCEAN
-118.0,34.0,1,3254.0,598.0,1772.0,618.0,5.0,6,<1H OCEAN
-118.0,34.0,3,3764.0,1081.0,1919.0,977.0,3.0,3,<1H OCEAN
-118.0,34.0,6,1083.0,218.0,557.0,210.0,3.0,6,<1H OCEAN
-118.0,34.0,5,1788.0,459.0,1131.0,461.0,4.0,4,<1H OCEAN
-118.0,34.0,2,3638.0,868.0,2326.0,822.0,3.0,5,<1H OCEAN
-118.0,34.0,3,6618.0,1773.0,4396.0,1649.0,3.0,4,<1H OCEAN
-118.0,34.0,1,4807.0,838.0,3059.0,853.0,6.0,8,<1H OCEAN
-118.0,34.0,1,2358.0,396.0,1387.0,364.0,6.0,7,<1H OCEAN
-118.0,34.0,1,7187.0,1073.0,3844.0,1068.0,7.0,8,<1H OCEAN
-118.0,34.0,2,4928.0,773.0,2952.0,754.0,6.0,8,<1H OCEAN
-118.0,34.0,1,4934.0,825.0,2668.0,810.0,6.0,7,<1H OCEAN
-118.0,34.0,1,2407.0,539.0,1422.0,524.0,4.0,3,<1H OCEAN
-118.0,34.0,2,2436.0,375.0,1303.0,386.0,6.0,8,<1H OCEAN
-118.0,34.0,2,3405.0,556.0,1945.0,509.0,6.0,8,<1H OCEAN
-118.0,34.0,1,2259.0,383.0,1378.0,386.0,6.0,7,<1H OCEAN
-118.0,34.0,2,4261.0,678.0,2621.0,661.0,6.0,7,<1H OCEAN
-118.0,34.0,1,3666.0,562.0,2104.0,579.0,6.0,8,<1H OCEAN
-118.0,34.0,1,3771.0,606.0,2196.0,564.0,7.0,8,<1H OCEAN
-118.0,34.0,1,5603.0,938.0,3045.0,893.0,5.0,8,<1H OCEAN
-118.0,34.0,1,2851.0,626.0,1985.0,603.0,5.0,7,<1H OCEAN
-118.0,34.0,1,2306.0,393.0,1368.0,387.0,6.0,7,<1H OCEAN
-118.0,34.0,2,4626.0,822.0,2794.0,763.0,6.0,7,<1H OCEAN
-118.0,34.0,3,2870.0,437.0,1671.0,470.0,7.0,8,<1H OCEAN
-118.0,34.0,1,2676.0,391.0,1377.0,395.0,7.0,8,<1H OCEAN
-118.0,34.0,1,4851.0,726.0,2527.0,704.0,6.0,9,<1H OCEAN
-118.0,34.0,2,8046.0,1221.0,4276.0,1228.0,7.0,8,<1H OCEAN
-118.0,34.0,3,3052.0,624.0,1588.0,568.0,4.0,7,<1H OCEAN
-118.0,34.0,2,8120.0,1371.0,5026.0,1345.0,6.0,7,<1H OCEAN
-118.0,34.0,2,993.0,174.0,572.0,175.0,6.0,7,<1H OCEAN
-118.0,34.0,4,3065.0,736.0,1840.0,719.0,4.0,5,<1H OCEAN
-118.0,34.0,4,3119.0,635.0,1887.0,567.0,4.0,5,<1H OCEAN
-118.0,34.0,5,1819.0,386.0,1679.0,360.0,4.0,3,<1H OCEAN
-118.0,34.0,5,2131.0,435.0,2045.0,426.0,4.0,3,<1H OCEAN
-118.0,34.0,4,923.0,186.0,1014.0,204.0,4.0,4,<1H OCEAN
-118.0,34.0,5,1901.0,519.0,2685.0,496.0,3.0,2,<1H OCEAN
-118.0,34.0,4,1507.0,270.0,931.0,275.0,5.0,7,<1H OCEAN
-118.0,34.0,3,2536.0,552.0,2012.0,556.0,4.0,5,<1H OCEAN
-118.0,34.0,4,2399.0,436.0,1613.0,429.0,4.0,6,<1H OCEAN
-118.0,34.0,5,3498.0,728.0,2098.0,697.0,4.0,7,<1H OCEAN
-118.0,34.0,5,2943.0,518.0,1703.0,472.0,4.0,6,<1H OCEAN
-118.0,34.0,4,1789.0,352.0,1347.0,330.0,3.0,5,<1H OCEAN
-118.0,34.0,4,778.0,173.0,539.0,186.0,3.0,6,<1H OCEAN
-118.0,34.0,4,3260.0,783.0,1969.0,737.0,4.0,6,<1H OCEAN
-118.0,34.0,4,1018.0,235.0,684.0,248.0,3.0,5,<1H OCEAN
-118.0,34.0,5,2377.0,600.0,2042.0,593.0,4.0,4,<1H OCEAN
-118.0,34.0,5,2906.0,578.0,1806.0,553.0,5.0,5,<1H OCEAN
-118.0,34.0,3,4412.0,910.0,2380.0,825.0,5.0,6,<1H OCEAN
-118.0,34.0,4,1594.0,295.0,1061.0,320.0,5.0,6,<1H OCEAN
